"","customernumber","date","salutation","title","domain","datecreated","newsletter","model","paymenttype","deliverytype","invoicepostcode","delivpostcode","voucher","advertisingdatacode","case","numberitems","gift","entry","points","shippingcosts","deliverydatepromised","deliverydatereal","weight","remi","cancel","used","w0","w1","w2","w3","w4","w5","w6","w7","w8","w9","w10","target90"
"10040",32633,"2008-05-30",0,0,0,"2008-05-30",0,1,0,0,24,"",0,"BQ",2,1,0,0,0,1,"2008-06-12","2008-06-12",294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"10041",3199,"2008-08-01",0,0,12,"2008-08-01",0,1,3,0,30,"",1,"BQ",4,3,0,0,0,0,"2008-08-14","2008-08-07",406,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0
"10042",919,"2008-12-10",0,0,4,"2008-12-10",0,1,3,0,87,"",0,"",5,10,0,0,0,0,"2008-12-24","2008-12-15",1971,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0
"10043",35660,"2008-10-12",0,0,4,"2008-10-12",0,1,0,0,50,"",0,"",2,1,0,0,0,0,"2008-10-14","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10044",45617,"2008-04-13",0,0,9,"2008-04-13",0,1,2,0,74,"",0,"",3,1,0,0,0,0,"2008-04-15","2008-04-14",790,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10045",51263,"2008-11-20",0,0,12,"2008-11-20",1,1,0,0,63,"",0,"BQ",2,1,0,0,0,0,"2008-12-04","2008-11-25",271,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"10046",22426,"2008-08-26",1,0,12,"2008-08-26",0,2,0,0,50,"",0,"",2,1,0,1,0,1,"2008-09-09","2008-09-10",231,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"10047",40603,"2008-10-03",1,0,0,"2008-10-03",0,1,2,0,9,"",0,"",2,1,0,0,0,0,"2008-10-07","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10048",6804,"2008-07-17",1,0,12,"2008-07-17",0,1,1,1,12,"",0,"BQ",1,1,0,0,0,0,"2008-07-30","2008-09-02",284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10049",12910,"2008-12-19",0,0,4,"2008-12-19",0,1,1,1,96,"",0,"",4,3,0,0,0,0,"2008-12-23","2008-12-20",594,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"10050",48794,"2008-04-25",2,0,4,"2008-04-25",0,3,1,1,28,"",0,"",2,1,0,1,0,0,"2008-04-28","2008-04-26",369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"10051",54809,"2008-07-05",0,0,8,"2008-07-05",0,3,3,0,23,"",0,"",4,4,0,1,0,0,"2008-07-08","2008-07-07",1851,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"10052",61267,"2008-09-15",0,0,4,"2008-09-15",1,1,0,0,84,"",0,"BQ",4,3,0,0,0,0,"2008-09-17","2008-09-18",1556,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1
"10053",60048,"2008-09-18",1,0,8,"2008-09-18",1,1,2,0,90,"",1,"AX",1,1,0,0,0,0,"2008-09-22","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10054",34243,"2008-09-15",1,0,1,"2008-09-15",0,1,3,0,85,"",0,"",1,2,0,0,0,0,"2008-09-16","0000-00-00",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"10055",2747,"2008-11-10",2,0,9,"2008-11-10",0,1,0,0,74,"",0,"",4,2,0,0,0,0,"2008-11-11","2008-11-10",930,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"10056",65483,"2008-06-06",0,0,8,"2008-06-06",0,1,2,0,80,"",0,"",2,1,0,0,0,0,"2008-06-09","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10057",6339,"2008-05-08",2,0,12,"2008-05-08",0,1,2,0,7,"",1,"",3,2,0,0,0,0,"2008-05-09","2008-05-08",797,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"10058",26747,"2008-04-22",2,0,9,"2008-04-22",0,1,0,0,53,"",1,"",3,1,0,0,0,0,"2008-04-24","2008-04-23",978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10059",10169,"2008-04-02",0,0,4,"2008-04-02",0,3,1,1,64,"",0,"",4,4,0,1,0,0,"2008-05-02","2008-04-02",905,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1
"10060",45003,"2008-04-08",1,0,4,"2008-04-08",0,1,3,0,41,"",0,"BQ",2,1,0,0,0,0,"2008-04-10","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10061",52878,"2008-04-24",0,0,9,"2008-04-24",0,1,0,0,36,"",0,"BT",2,1,0,0,0,1,"2008-04-25","2008-04-25",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"10062",63543,"2008-09-06",0,0,9,"2008-09-06",0,2,0,0,52,"",1,"BD",3,3,0,1,0,0,"2008-09-19","2008-09-11",889,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
"10063",33036,"2008-04-08",0,0,9,"2008-04-08",0,1,0,0,38,"",0,"BQ",1,1,0,0,0,0,"2008-04-10","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10064",56686,"2008-08-02",0,0,12,"2008-08-02",0,3,2,0,14,"",0,"",5,6,0,1,0,0,"2008-08-05","2008-08-04",2421,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0
"10065",124,"2008-05-05",0,0,9,"2008-05-05",0,1,0,0,74,"",0,"",1,1,0,0,0,0,"2008-05-07","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10066",18184,"2008-12-11",0,0,9,"2008-12-11",0,3,1,1,3,"",0,"",4,3,0,1,0,0,"2008-12-12","2008-12-12",1637,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
"10067",60610,"2008-07-16",0,0,9,"2008-07-16",0,3,0,0,24,"",0,"",4,7,0,1,0,0,"2008-07-30","2008-07-30",1311,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"10068",53206,"2008-11-27",1,0,1,"2008-11-27",0,2,1,1,53,"",0,"",4,3,0,1,0,0,"2008-12-10","2009-01-13",595,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
"10069",24447,"2008-12-03",0,0,9,"2008-12-03",1,2,1,1,44,"",0,"",1,1,0,1,0,0,"2008-12-04","2008-12-04",190,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10070",20638,"2008-09-13",0,0,12,"2008-09-13",0,1,3,0,55,"",0,"",5,1,0,0,0,1,"2009-09-16","2008-11-06",252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"10071",23833,"2008-07-30",0,0,9,"2008-07-30",0,2,1,1,41,"",0,"",3,1,0,1,0,0,"2008-07-31","2008-07-30",842,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"10072",716,"2008-07-22",0,0,9,"2008-07-22",0,1,0,0,57,"",0,"",1,1,0,0,0,1,"2008-07-23","2008-07-22",136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10073",11234,"2008-06-12",1,0,12,"2008-06-05",0,1,1,1,53,"",0,"",4,1,0,0,0,0,"2008-06-13","2008-06-13",110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"10074",12440,"2008-12-14",0,0,11,"2008-12-14",0,1,0,0,82,"",0,"",3,2,0,0,0,0,"2008-12-16","2008-12-16",1181,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"10075",7371,"2008-12-08",0,0,9,"2008-12-08",0,2,2,0,53,"",1,"",1,3,0,1,0,0,"2008-12-09","2008-12-08",970,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"10076",50540,"2008-06-09",0,0,8,"2008-06-09",0,2,0,0,44,"",0,"",4,1,0,1,0,0,"2008-06-11","2008-06-13",749,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10077",8629,"2008-05-17",1,0,2,"2008-05-17",0,3,0,0,24,"",0,"",2,2,0,1,0,1,"2008-05-20","2008-05-19",761,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"10078",53442,"2008-08-26",0,0,11,"2008-08-26",0,2,2,0,59,"",0,"",3,2,0,1,0,0,"2008-08-27","2008-08-26",627,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"10079",26198,"2008-05-29",1,0,1,"2008-05-29",1,2,1,1,45,"",0,"",2,1,0,1,0,0,"2008-05-30","2008-05-29",470,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"10080",39528,"2008-09-28",1,0,4,"2008-09-28",0,3,1,1,78,"",0,"",1,1,0,1,0,0,"2009-10-01","2008-11-18",368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10081",38280,"2008-08-31",1,0,12,"2008-08-31",1,1,3,0,86,"",0,"",2,1,0,0,0,0,"2008-09-02","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10082",11002,"2008-07-22",1,0,8,"2008-07-22",0,1,2,0,67,"",1,"",1,1,0,0,0,0,"2008-07-24","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"10083",4036,"2008-06-13",0,0,12,"2008-06-13",0,1,2,0,76,"",0,"AW",3,1,0,0,0,0,"2008-06-16","2008-06-13",878,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"10084",408,"2008-12-15",0,0,4,"2008-12-15",1,1,0,0,84,"",0,"",4,3,0,0,0,0,"2008-12-17","2008-12-29",1000,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"10085",45239,"2008-07-31",0,0,12,"2008-07-31",0,3,1,1,10,"",0,"",5,7,0,1,0,0,"2008-08-01","2008-07-31",3268,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0
"10086",2192,"2008-06-16",1,0,8,"2008-06-16",0,1,3,0,40,"40",0,"",3,1,0,0,0,0,"2008-06-18","2008-06-17",252,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10087",50791,"2008-12-20",0,0,4,"2008-12-20",0,1,3,0,17,"",0,"BQ",4,3,0,0,0,0,"2008-12-23","2008-12-21",500,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"10088",672,"2008-09-01",0,0,5,"2008-09-01",0,2,1,1,52,"",0,"",2,1,0,1,0,0,"2008-09-16","2008-10-18",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10089",22495,"2008-11-26",0,0,8,"2008-11-26",0,1,0,0,22,"",0,"",4,2,0,0,0,0,"2008-11-27","2008-11-26",677,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"10090",26191,"2008-10-22",1,0,12,"2008-10-22",0,2,1,1,47,"",0,"",3,1,0,1,0,0,"2008-10-24","2008-10-24",516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10091",13863,"2008-09-14",1,0,4,"2008-09-14",0,1,0,0,58,"",0,"",1,1,0,0,0,0,"2008-09-16","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"10092",31009,"2008-04-02",0,0,9,"2008-04-01",0,2,3,0,45,"",1,"",1,3,0,1,0,0,"2008-05-02","2008-04-08",335,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
"10093",39162,"2008-12-15",2,0,12,"2008-12-15",0,3,0,0,30,"",0,"AQ",4,2,0,0,0,0,"2008-12-17","2008-12-16",234,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"10094",8187,"2008-11-12",1,0,5,"2008-11-12",0,3,2,0,83,"",0,"",2,1,0,1,0,1,"2008-11-14","2008-11-13",360,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10095",5857,"2008-06-27",0,0,12,"2008-06-27",0,1,0,0,31,"",0,"",3,1,0,0,0,0,"2008-07-11","2008-07-04",658,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"10096",16789,"2008-10-27",0,0,12,"2008-10-27",0,3,0,0,21,"",0,"",3,2,0,1,0,0,"2008-10-29","2008-10-28",839,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"10097",26767,"2008-12-23",0,0,5,"2008-12-23",0,3,1,1,71,"",0,"",4,1,0,1,0,0,"2008-12-24","2008-12-23",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10098",58571,"2008-04-01",1,0,4,"2008-04-01",0,1,3,0,61,"",0,"BQ",2,1,0,0,0,0,"2008-04-03","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10099",39876,"2008-06-15",0,0,4,"2008-06-15",0,1,0,0,76,"",1,"AH",1,1,0,0,0,0,"2008-06-17","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10100",17066,"2008-05-20",1,0,12,"2008-05-20",1,3,3,0,34,"",0,"",1,1,0,1,0,0,"2008-05-21","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10101",64012,"2008-08-12",0,0,9,"2008-08-10",0,1,3,0,49,"",0,"",1,1,0,0,0,0,"2008-08-14","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"10102",50742,"2008-07-16",1,0,12,"2008-07-16",0,1,0,0,27,"",1,"AP",1,1,0,0,0,0,"2008-07-18","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10103",49610,"2008-11-21",2,0,12,"2008-11-21",0,1,0,0,60,"",0,"",4,1,0,0,0,0,"2008-11-25","2008-11-22",851,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10104",17928,"2008-06-20",0,0,9,"2008-06-20",0,3,1,1,57,"",0,"",2,1,0,1,0,0,"2008-06-24","2008-06-23",147,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"10105",35634,"2008-12-09",2,0,12,"2008-12-09",0,1,0,0,41,"",0,"",3,1,0,0,0,0,"2008-12-10","2008-12-09",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10106",45847,"2008-05-22",0,0,12,"2008-05-22",0,2,0,0,32,"",1,"",1,5,0,1,0,0,"2008-05-26","2008-05-23",1197,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0
"10107",8993,"2008-04-29",1,0,4,"2008-04-29",0,1,2,0,33,"",0,"",3,1,0,0,0,0,"2008-05-02","2008-04-30",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"10108",14456,"2008-11-17",0,0,12,"2008-11-17",0,2,0,0,40,"",1,"",1,2,0,1,0,0,"2008-11-19","2008-11-18",1314,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"10109",34124,"2008-11-20",0,0,9,"2008-11-20",0,1,2,0,54,"",1,"",3,1,0,0,0,0,"2008-11-21","2008-11-20",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10110",34337,"2008-12-02",1,0,1,"2008-12-02",0,1,2,0,70,"",0,"BQ",4,1,0,0,0,0,"2008-12-03","2008-12-02",510,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"10111",27888,"2008-06-16",2,0,12,"2008-06-16",1,3,1,1,55,"",0,"",4,3,0,1,0,0,"2008-06-18","2008-06-17",969,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
"10112",31977,"2008-09-22",0,0,4,"2008-04-13",1,1,0,0,7,"",0,"BQ",2,2,0,0,0,0,"2008-09-24","0000-00-00",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"10113",46713,"2008-08-25",1,0,4,"2008-08-25",0,1,2,0,95,"",0,"BQ",2,1,0,0,0,0,"2008-08-27","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10114",47968,"2008-07-15",1,0,11,"2008-07-15",0,1,0,0,54,"",0,"",5,6,0,0,0,0,"2008-07-17","2008-07-16",2944,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0
"10115",11913,"2008-08-29",0,0,9,"2008-08-29",0,2,0,0,45,"",0,"",4,1,0,1,0,0,"2008-09-01","2008-08-29",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10116",53955,"2008-10-03",0,0,12,"2008-10-03",0,1,0,0,17,"",1,"AX",1,1,0,0,0,0,"2008-10-07","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10117",40784,"2008-10-06",0,0,4,"2008-10-06",0,2,3,0,48,"",0,"",3,1,0,1,0,0,"2008-10-07","0000-00-00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"10118",24138,"2008-12-11",1,0,9,"2008-12-11",0,3,1,1,42,"",0,"",2,1,0,1,0,0,"2008-12-15","2008-12-13",257,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10119",43590,"2008-07-29",0,0,9,"2008-07-29",0,3,3,0,30,"30",0,"",5,6,0,1,0,0,"2008-08-12","2008-08-01",2131,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0
"10120",29386,"2008-12-14",0,0,9,"2008-12-14",0,1,2,0,45,"",0,"",1,1,0,0,0,0,"2008-12-16","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10121",36737,"2008-11-23",1,0,9,"2008-11-23",0,1,2,0,60,"",0,"",2,1,0,0,0,1,"2009-11-25","2009-04-27",402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10122",21845,"2008-07-19",1,0,9,"2008-07-19",0,1,2,0,34,"",0,"",2,1,0,0,0,0,"2008-07-22","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10123",5327,"2008-05-07",0,0,2,"2008-05-07",0,1,0,0,81,"",0,"AB",1,1,0,0,0,1,"2008-05-09","2008-05-08",43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"10124",14229,"2008-09-12",0,0,9,"2008-09-12",0,3,1,1,99,"",0,"",5,8,0,1,0,0,"2009-09-15","2008-10-05",4723,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"10125",39386,"2008-05-09",2,0,12,"2008-05-09",0,3,0,0,53,"",0,"AQ",2,1,0,0,0,1,"2008-05-13","2008-05-09",132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"10126",16700,"2008-08-06",0,0,12,"2008-08-06",0,1,0,0,72,"",1,"",4,4,0,0,0,0,"2008-08-07","2008-08-07",1487,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
"10127",37959,"2008-06-09",2,0,0,"2008-06-08",1,1,2,0,36,"",0,"BQ",3,1,0,0,0,0,"2008-06-11","2008-06-10",760,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"10128",15947,"2008-10-22",1,0,12,"2008-10-22",1,1,2,0,47,"47",0,"BL",3,2,0,0,0,1,"2008-10-24","2008-10-23",1249,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"10129",20961,"2008-12-18",0,0,12,"2008-12-18",0,1,0,0,10,"",0,"",5,2,0,0,0,0,"2009-01-01","2008-12-20",5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"10130",24640,"2008-08-18",0,0,9,"2008-08-18",1,1,0,0,32,"",0,"BR",5,4,0,0,0,0,"2008-08-19","2008-08-18",1708,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"10131",21836,"2008-12-08",1,0,9,"2008-12-08",0,2,2,0,46,"",1,"",1,2,0,1,0,1,"2008-12-10","2008-12-09",876,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"10132",45490,"2008-08-15",1,0,4,"2008-08-15",0,1,3,0,66,"",0,"CA",2,1,0,0,0,1,"2008-08-18","2008-08-15",692,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"10133",58285,"2008-05-29",0,0,9,"2008-05-29",1,2,3,0,50,"",1,"",1,3,0,1,0,0,"2008-05-30","2008-05-29",966,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"10134",41153,"2008-10-27",0,0,12,"2008-10-27",1,1,0,0,35,"",0,"",4,1,0,0,0,0,"2008-10-29","2008-10-27",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10135",40516,"2008-10-02",1,0,12,"2008-10-02",0,1,3,0,4,"",0,"CA",2,1,0,0,0,1,"2008-10-15","2008-10-06",922,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"10136",25723,"2008-06-10",0,0,12,"2008-06-10",0,1,1,1,47,"",0,"",3,1,0,0,0,0,"2008-06-12","2008-06-12",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"10137",41624,"2008-09-09",0,0,2,"2008-09-09",0,1,3,0,16,"",0,"BR",3,2,0,0,0,0,"2008-09-10","2008-09-09",975,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"10138",4125,"2008-08-06",0,0,12,"2008-08-06",0,3,1,1,25,"",0,"",5,10,0,1,0,0,"2008-08-07","2008-08-06",1171,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0
"10139",42457,"2008-07-17",1,0,4,"2008-07-17",0,1,0,0,36,"",0,"",2,2,0,0,0,1,"2008-07-31","2008-07-29",493,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"10140",28272,"2008-08-26",0,0,4,"2008-08-26",0,2,1,1,44,"",0,"",3,1,0,1,0,0,"2008-08-28","2008-08-28",926,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10141",53860,"2008-12-18",1,0,8,"2008-12-18",0,3,0,0,26,"",0,"",2,1,0,1,0,1,"2009-12-22","2009-01-02",110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10142",55995,"2008-09-26",0,0,8,"2008-09-26",0,1,0,0,26,"",0,"BO",2,1,0,0,0,1,"2008-09-29","2008-09-26",475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10143",380,"2008-12-08",0,0,11,"2008-12-08",0,1,0,0,12,"",0,"AK",3,1,0,0,0,0,"2008-12-10","2008-12-09",902,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10144",37178,"2008-09-12",1,0,9,"2008-09-12",0,1,1,1,45,"",0,"BQ",4,1,0,0,0,0,"2008-09-25","2008-09-24",438,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"10145",37405,"2008-09-21",0,0,11,"2008-09-21",1,1,3,0,59,"",0,"BQ",1,1,0,0,0,0,"2008-09-23","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10146",34188,"2008-12-13",0,0,8,"2008-12-13",0,1,2,0,33,"33",0,"",2,1,0,0,0,1,"2008-12-16","2008-12-14",375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10147",20317,"2008-06-25",2,0,11,"2008-06-25",0,1,0,0,95,"",0,"BQ",2,2,0,0,0,0,"2008-06-26","0000-00-00",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"10148",11841,"2008-04-20",1,1,12,"2008-04-20",0,1,2,0,30,"",1,"",4,2,0,0,0,0,"2008-05-05","2008-04-22",931,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"10149",65074,"2008-10-20",1,0,9,"2008-10-20",0,2,0,0,44,"",0,"",4,1,0,1,0,0,"2008-10-22","2008-10-21",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"10150",42957,"2008-04-11",1,0,0,"2008-04-11",0,1,1,1,82,"",0,"",1,1,0,0,0,0,"2008-04-14","2008-04-12",94,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"10151",45403,"2009-02-25",0,0,4,"2008-11-14",0,1,3,0,64,"",0,"",1,1,0,0,0,0,"2009-02-27","0000-00-00",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10152",51189,"2008-06-23",0,0,4,"2008-06-23",0,1,2,0,81,"",0,"",2,2,0,0,0,0,"2008-06-24","0000-00-00",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"10153",17736,"2008-08-27",1,0,5,"2008-08-27",0,3,1,1,31,"",0,"",3,1,0,1,0,0,"2008-08-28","2008-08-27",808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10154",42194,"2008-06-02",0,0,4,"2008-06-02",0,3,0,0,90,"",0,"",5,4,0,1,0,0,"2008-07-01","2008-06-02",869,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
"10155",14244,"2008-12-04",0,0,5,"2008-12-04",0,1,1,1,35,"",0,"",4,1,0,0,0,0,"2008-12-05","2008-12-05",682,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10156",61325,"2008-06-18",2,0,9,"2008-06-18",0,2,1,1,44,"",0,"",1,1,0,1,0,0,"2008-06-19","2008-06-18",357,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10157",36934,"2008-11-04",0,0,9,"2008-11-04",0,2,0,0,41,"",0,"",2,2,0,1,0,1,"2008-11-06","2008-11-05",475,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"10158",41386,"2008-08-13",1,0,4,"2008-08-13",0,1,2,0,33,"",0,"BT",2,1,0,0,0,1,"2008-08-26","2008-09-12",546,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"10159",9939,"2008-10-17",0,0,12,"2008-10-17",0,1,3,0,55,"",0,"",4,2,0,0,0,0,"2008-10-30","2008-11-11",218,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"10160",2552,"2008-11-11",0,0,6,"2008-11-11",0,1,2,0,86,"88",0,"",3,2,0,0,0,1,"2008-11-12","2008-11-11",567,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"10161",54374,"2008-11-16",0,0,4,"2008-11-16",0,2,0,0,41,"40",1,"",1,2,0,1,0,0,"2008-11-18","2008-11-17",992,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"10162",40780,"2008-07-23",1,0,4,"2008-07-23",0,1,0,0,91,"",1,"AR",1,1,0,0,0,0,"2008-07-24","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10163",64165,"2008-12-29",1,0,12,"2008-12-29",0,1,0,0,71,"",0,"",3,1,0,0,0,0,"2008-12-30","2008-12-29",555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10164",34981,"2008-07-16",0,0,11,"2008-07-16",0,2,2,0,41,"",0,"",5,2,0,1,0,0,"2008-07-18","2008-07-17",991,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"10165",5335,"2008-11-15",0,0,11,"2008-11-15",1,3,1,1,73,"",0,"",5,6,0,1,0,0,"2008-11-18","2008-11-17",2924,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
"10166",12448,"2008-12-29",0,0,12,"2008-12-29",1,2,2,0,44,"",0,"",4,4,0,1,0,0,"2008-12-30","2008-12-29",1342,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"10167",47554,"2008-12-15",1,0,1,"2008-12-15",0,1,3,0,9,"",0,"",2,2,0,0,0,0,"2008-12-17","0000-00-00",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"10168",58767,"2008-12-19",0,0,12,"2008-12-19",0,3,0,0,4,"",0,"AQ",2,1,0,0,0,1,"2009-01-01","2009-02-03",813,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10169",19605,"2008-10-07",0,0,12,"2008-10-07",0,1,3,0,28,"",0,"BQ",2,1,0,0,0,1,"2008-10-09","2008-10-08",206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"10170",3907,"2008-11-30",2,0,12,"2008-11-30",0,2,2,0,44,"",1,"",1,2,0,1,0,0,"2008-12-02","2008-12-02",792,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"10171",6066,"2008-05-03",1,0,4,"2008-05-03",0,2,0,0,41,"",0,"",3,2,0,1,0,0,"2008-05-06","2008-05-05",980,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
